STATE,YEAR,DISTRICT,MUD
"UTTAR PRADESH",2002,JHANSI,62
BIHAR,2003,KHAGARIA,62
BIHAR,2003,MADHEPURA,62
HARYANA,2003,GURGAON,62
HARYANA,2003,SONIPAT,62
"TAMIL NADU",2003,CUDDALORE,62
"TAMIL NADU",2003,DINDIGUL,62
"UTTAR PRADESH",2003,J.P.NAGAR,62
"UTTAR PRADESH",2003,SULTANPUR,62
"MADHYA PRADESH",2004,UJJAIN,62
ODISHA,2004,GANJAM,62
"ANDHRA PRADESH",2005,"RANGA REDDY",62
CHHATTISGARH,2005,RAIGARH,62
"MADHYA PRADESH",2005,CHHATARPUR,62
"MADHYA PRADESH",2005,MORENA,62
MAHARASHTRA,2005,BEED,62
"UTTAR PRADESH",2005,BIJNOR,62
BIHAR,2006,MADHUBANI,62
CHHATTISGARH,2006,JAGDALPUR,62
GUJARAT,2006,PANCHMAHAL,62
HARYANA,2006,ROHTAK,62
KARNATAKA,2006,TUMKUR,62
"MADHYA PRADESH",2006,BHOPAL,62
"UTTAR PRADESH",2006,JAUNPUR,62
"ANDHRA PRADESH",2007,"WEST GODAVARI",62
CHHATTISGARH,2007,RAIGARH,62
HARYANA,2007,BHIWANI,62
KARNATAKA,2007,BELLARY,62
"TAMIL NADU",2007,THOOTHUGUDI,62
"UTTAR PRADESH",2007,BARABANKI,62
BIHAR,2008,MADHUBANI,62
HARYANA,2008,JHAJJAR,62
"MADHYA PRADESH",2008,SATNA,62
"MADHYA PRADESH",2009,SHIVPURI,62
"UTTAR PRADESH",2009,FATEHGARH,62
"UTTAR PRADESH",2009,RAIBAREILLY,62
CHHATTISGARH,2010,JASHPUR,62
RAJASTHAN,2010,ALWAR,62
"UTTAR PRADESH",2010,HATHRAS,62
"WEST BENGAL",2010,DARJEELING,62
JHARKHAND,2011,BOKARO,62
ODISHA,2011,BALASORE,62
"MADHYA PRADESH",2012,DEWAS,62
"TAMIL NADU",2012,THANJAVUR,62
"TAMIL NADU",2012,VIRUDHUNAGAR,62
MAHARASHTRA,2008,BEED,61
MAHARASHTRA,2008,"NAVI MUMBAI",61
CHHATTISGARH,2009,BIZAPUR,61
JHARKHAND,2009,HAZARIBAGH,61
KARNATAKA,2009,"DAKSHIN KANNADA",61
TRIPURA,2009,WEST,61
HARYANA,2010,BHIWANI,61
JHARKHAND,2010,GARHWA,61
KARNATAKA,2010,HASSAN,61
"MADHYA PRADESH",2010,DATIYA,61
MAHARASHTRA,2010,SANGLI,61
ODISHA,2010,ANGUL,61
RAJASTHAN,2010,"JAIPUR RURAL",61
"ANDHRA PRADESH",2011,NELLORE,61
ASSAM,2011,DHUBRI,61
ASSAM,2011,SIBSAGAR,61
JHARKHAND,2011,GODDA,61
MAHARASHTRA,2011,BEED,61
"TAMIL NADU",2011,THANJAVUR,61
"UTTAR PRADESH",2011,FATEHGARH,61
"UTTAR PRADESH",2011,HARDOI,61
"UTTAR PRADESH",2011,HATHRAS,61
"UTTAR PRADESH",2011,"PANCHSHIL NAGAR",61
"UTTAR PRADESH",2011,UNNAO,61
"DELHI UT",2011,SOUTH-EAST,61
CHHATTISGARH,2012,RAIGARH,61
JHARKHAND,2012,BOKARO,61
"MADHYA PRADESH",2012,CHHINDWARA,61
"MADHYA PRADESH",2012,DHAR,61
"MADHYA PRADESH",2012,SHIVPURI,61
ODISHA,2012,PURI,61
"WEST BENGAL",2012,BANKURA,61
ASSAM,2001,DARRANG,61
BIHAR,2001,LAKHISARAI,61
JHARKHAND,2001,GODDA,61
"MADHYA PRADESH",2001,BHOPAL,61
MAHARASHTRA,2001,"AURANGABAD RURAL",61
"DELHI UT",2001,"SOUTH WEST",61
BIHAR,2002,ARARIA,61
KARNATAKA,2002,MANDYA,61
"TAMIL NADU",2002,DINDIGUL,61
"TAMIL NADU",2002,VELLORE,61
"UTTAR PRADESH",2002,KAUSHAMBI,61
"ANDHRA PRADESH",2003,"VISAKHA RURAL",61
BIHAR,2003,BUXAR,61
JHARKHAND,2003,SAHEBGANJ,61
"MADHYA PRADESH",2003,BHIND,61
"MADHYA PRADESH",2003,SATNA,61
MAHARASHTRA,2003,SATARA,61
RAJASTHAN,2003,UDAIPUR,61
KARNATAKA,2004,HASSAN,61
"MADHYA PRADESH",2004,SIDHI,61
MAHARASHTRA,2004,LATUR,61
MAHARASHTRA,2004,"NAVI MUMBAI",61
MAHARASHTRA,2004,RAIGAD,61
ODISHA,2004,KHURDA,61
"UTTAR PRADESH",2004,GHAZIPUR,61
ASSAM,2005,GOLAGHAT,61
ASSAM,2005,SIBSAGAR,61
MAHARASHTRA,2005,CHANDRAPUR,61
PUNJAB,2005,LUDHIANA,61
PUNJAB,2005,PATIALA,61
RAJASTHAN,2005,UDAIPUR,61
TRIPURA,2005,WEST,61
"UTTAR PRADESH",2005,KANNAUJ,61
"WEST BENGAL",2005,MALDA,61
"WEST BENGAL",2005,PURULIA,61
KARNATAKA,2006,HASSAN,61
MAHARASHTRA,2006,SANGLI,61
MAHARASHTRA,2006,YAVATMAL,61
"WEST BENGAL",2006,"PURAB MIDNAPUR",61
"DELHI UT",2006,NORTH-EAST,61
ASSAM,2007,CACHAR,61
BIHAR,2007,BETTIAH,61
"MADHYA PRADESH",2007,SIDHI,61
MANIPUR,2007,"IMPHAL WEST",61
RAJASTHAN,2007,GANGANAGAR,61
"TAMIL NADU",2007,CUDDALORE,61
JHARKHAND,2008,GODDA,61
BIHAR,2001,KATIHAR,60
MAHARASHTRA,2001,WARDHA,60
"TAMIL NADU",2001,CUDDALORE,60
ASSAM,2002,DHUBRI,60
ASSAM,2002,"GUWAHATI CITY",60
BIHAR,2002,BUXAR,60
JHARKHAND,2003,SARAIKELA,60
"MADHYA PRADESH",2003,SHAHDOL,60
"MADHYA PRADESH",2003,SHIVPURI,60
MAHARASHTRA,2003,"AURANGABAD RURAL",60
"TAMIL NADU",2003,THANJAVUR,60
"ANDHRA PRADESH",2004,KRISHNA,60
BIHAR,2004,MADHUBANI,60
"JAMMU & KASHMIR",2004,BUDGAM,60
"MADHYA PRADESH",2004,DATIYA,60
"MADHYA PRADESH",2004,SATNA,60
MAHARASHTRA,2004,"AMRAVATI RURAL",60
ODISHA,2004,KEONJHAR,60
RAJASTHAN,2004,ALWAR,60
"TAMIL NADU",2004,VELLORE,60
BIHAR,2005,AURANGABAD,60
HARYANA,2005,JHAJJAR,60
MAHARASHTRA,2005,GADCHIROLI,60
"TAMIL NADU",2005,CUDDALORE,60
"UTTAR PRADESH",2005,PRATAPGARH,60
ASSAM,2006,"GUWAHATI CITY",60
BIHAR,2006,MADHEPURA,60
KARNATAKA,2006,"MYSORE RURAL",60
"MADHYA PRADESH",2006,BALAGHAT,60
ODISHA,2006,GANJAM,60
JHARKHAND,2007,BOKARO,60
KARNATAKA,2007,"MYSORE RURAL",60
"DELHI UT",2007,WEST,60
"MADHYA PRADESH",2008,BHOPAL,60
"MADHYA PRADESH",2008,UJJAIN,60
MAHARASHTRA,2008,SATARA,60
"TAMIL NADU",2008,ERODE,60
"UTTAR PRADESH",2008,"KANSHIRAM NAGAR",60
BIHAR,2009,NAWADAH,60
CHHATTISGARH,2009,DANTEWARA,60
HARYANA,2009,FARIDABAD,60
"MADHYA PRADESH",2009,SATNA,60
ASSAM,2010,SIBSAGAR,60
RAJASTHAN,2010,GANGANAGAR,60
"TAMIL NADU",2010,TIRUPPUR,60
"DELHI UT",2010,NORTH-WEST,60
CHHATTISGARH,2011,BIZAPUR,60
HARYANA,2011,FARIDABAD,60
JHARKHAND,2011,GIRIDIH,60
MAHARASHTRA,2011,"AURANGABAD RURAL",60
MAHARASHTRA,2011,BULDHANA,60
HARYANA,2012,ROHTAK,60
"MADHYA PRADESH",2012,ALIRAJPUR,60
"TAMIL NADU",2012,"SALEM RURAL",60
"UTTAR PRADESH",2012,J.P.NAGAR,60
"UTTAR PRADESH",2012,UNNAO,60
"WEST BENGAL",2012,ASANSOL,60
"DELHI UT",2012,NORTH-WEST,60
"MADHYA PRADESH",2008,ALIRAJPUR,59
"MADHYA PRADESH",2008,MORENA,59
MAHARASHTRA,2008,KOLHAPUR,59
KARNATAKA,2009,HASSAN,59
ODISHA,2009,JAJPUR,59
"UTTAR PRADESH",2009,GONDA,59
BIHAR,2010,DARBHANGA,59
JHARKHAND,2010,GIRIDIH,59
KARNATAKA,2010,BIJAPUR,59
MAHARASHTRA,2010,BULDHANA,59
PUNJAB,2010,FEROZPUR,59
"TAMIL NADU",2010,DHARMAPURI,59
"TAMIL NADU",2010,"MADURAI RURAL",59
HARYANA,2011,JHAJJAR,59
JHARKHAND,2011,DUMKA,59
"MADHYA PRADESH",2011,HOSHANGABAD,59
"UTTAR PRADESH",2011,ETAWAH,59
CHHATTISGARH,2012,SURAJPUR,59
HARYANA,2012,KARNAL,59
"UTTAR PRADESH",2012,ETAWAH,59
"UTTAR PRADESH",2012,VARANASI,59
ASSAM,2001,SIBSAGAR,59
KARNATAKA,2001,BAGALKOT,59
CHHATTISGARH,2002,DANTEWARA,59
GUJARAT,2002,BHAVNAGAR,59
KARNATAKA,2002,RAICHUR,59
MAHARASHTRA,2002,AKOLA,59
PUNJAB,2002,JALANDHAR,59
"TAMIL NADU",2002,ERODE,59
"UTTAR PRADESH",2002,BAHRAICH,59
"MADHYA PRADESH",2003,SAGAR,59
RAJASTHAN,2003,GANGANAGAR,59
RAJASTHAN,2003,HANUMANGARH,59
BIHAR,2004,BHABHUA,59
KARNATAKA,2004,KOLAR,59
"MADHYA PRADESH",2004,BETUL,59
"MADHYA PRADESH",2004,TIKAMGARH,59
MAHARASHTRA,2004,CHANDRAPUR,59
MAHARASHTRA,2004,SATARA,59
RAJASTHAN,2004,UDAIPUR,59
"TAMIL NADU",2004,ERODE,59
"TAMIL NADU",2004,THOOTHUGUDI,59
"UTTAR PRADESH",2004,SULTANPUR,59
MAHARASHTRA,2005,SATARA,59
RAJASTHAN,2005,GANGANAGAR,59
"UTTAR PRADESH",2005,JALAUN,59
"UTTAR PRADESH",2005,PILIBHIT,59
"ANDHRA PRADESH",2006,"WEST GODAVARI",59
BIHAR,2006,KATIHAR,59
GUJARAT,2006,BHAVNAGAR,59
MAHARASHTRA,2006,GADCHIROLI,59
MAHARASHTRA,2006,"NAVI MUMBAI",59
RAJASTHAN,2006,"JAIPUR RURAL",59
JHARKHAND,2007,GIRIDIH,59
"MADHYA PRADESH",2007,CHHINDWARA,59
MAHARASHTRA,2007,CHANDRAPUR,59
ODISHA,2007,DHENKANAL,59
"UTTAR PRADESH",2007,SULTANPUR,59
HARYANA,2008,FARIDABAD,59
JHARKHAND,2008,SARAIKELA,59
"ANDHRA PRADESH",2001,"VISAKHA RURAL",58
KARNATAKA,2001,BELLARY,58
KARNATAKA,2001,DAVANAGERE,58
"MADHYA PRADESH",2001,RATLAM,58
ODISHA,2001,GANJAM,58
RAJASTHAN,2001,KOTA,58
JHARKHAND,2002,BOKARO,58
KARNATAKA,2002,TUMKUR,58
KERALA,2002,TRIVANDRUM,58
MAHARASHTRA,2002,"AMRAVATI RURAL",58
"WEST BENGAL",2002,KOLKATA,58
CHHATTISGARH,2003,DURG,58
JHARKHAND,2003,BOKARO,58
"MADHYA PRADESH",2003,UJJAIN,58
MAHARASHTRA,2003,GADCHIROLI,58
BIHAR,2004,MADHEPURA,58
JHARKHAND,2004,BOKARO,58
KARNATAKA,2004,MANDYA,58
RAJASTHAN,2004,GANGANAGAR,58
"TAMIL NADU",2004,"TRICHY RURAL",58
BIHAR,2005,BANKA,58
BIHAR,2005,BHABHUA,58
KARNATAKA,2005,BELLARY,58
"WEST BENGAL",2005,HOOGHLY,58
ASSAM,2006,CACHAR,58
HARYANA,2006,FARIDABAD,58
HARYANA,2006,HISSAR,58
KARNATAKA,2006,MANDYA,58
"MADHYA PRADESH",2006,DHAR,58
MAHARASHTRA,2006,OSMANABAD,58
"TAMIL NADU",2006,"THIRUNELVELI RURAL",58
"UTTAR PRADESH",2007,PRATAPGARH,58
CHHATTISGARH,2008,SURAJPUR,58
"MADHYA PRADESH",2008,DAMOH,58
MAHARASHTRA,2008,JALNA,58
RAJASTHAN,2008,JHALAWAR,58
"UTTAR PRADESH",2008,HATHRAS,58
"UTTAR PRADESH",2008,UNNAO,58
"UTTAR PRADESH",2008,VARANASI,58
CHHATTISGARH,2009,JANJGIR,58
CHHATTISGARH,2009,KORBA,58
CHHATTISGARH,2009,SARGUJA,58
JHARKHAND,2009,BOKARO,58
PUNJAB,2009,JALANDHAR,58
"TAMIL NADU",2009,TIRUPPUR,58
ASSAM,2010,BASKA,58
CHHATTISGARH,2010,SURAJPUR,58
JHARKHAND,2010,DEOGHAR,58
JHARKHAND,2010,DHANBAD,58
KARNATAKA,2010,BELLARY,58
"MADHYA PRADESH",2010,BETUL,58
MAHARASHTRA,2010,GADCHIROLI,58
PUNJAB,2010,BHATINDA,58
RAJASTHAN,2010,SIKAR,58
"TAMIL NADU",2010,CUDDALORE,58
"TAMIL NADU",2010,KRISHNAGIRI,58
"TAMIL NADU",2010,"TRICHY RURAL",58
"UTTAR PRADESH",2010,BAHRAICH,58
"UTTAR PRADESH",2010,SAHARANPUR,58
ASSAM,2011,"GUWAHATI CITY",58
KARNATAKA,2011,BELLARY,58
"MADHYA PRADESH",2011,CHHATARPUR,58
MAHARASHTRA,2011,"AMRAVATI RURAL",58
MAHARASHTRA,2011,PARBHANI,58
ODISHA,2011,DHENKANAL,58
"UTTAR PRADESH",2011,PRATAPGARH,58
"WEST BENGAL",2011,ASANSOL,58
ASSAM,2012,GOLAGHAT,58
JHARKHAND,2012,DEOGHAR,58
"MADHYA PRADESH",2012,VIDISHA,58
"MADHYA PRADESH",2008,BETUL,57
"WEST BENGAL",2008,COOCHBEHAR,57
"DELHI UT",2008,SOUTH-WEST,57
"TAMIL NADU",2009,THOOTHUGUDI,57
BIHAR,2010,BUXAR,57
JHARKHAND,2010,DUMKA,57
JHARKHAND,2010,GODDA,57
"MADHYA PRADESH",2010,MORENA,57
MAHARASHTRA,2010,"NAVI MUMBAI",57
"TAMIL NADU",2010,DINDIGUL,57
"TAMIL NADU",2010,ERODE,57
"TAMIL NADU",2010,KANCHIPURAM,57
"UTTAR PRADESH",2010,J.P.NAGAR,57
"DELHI UT",2010,EAST,57
BIHAR,2011,BHABHUA,57
"UTTAR PRADESH",2011,"PRABUDDH NAGAR",57
"WEST BENGAL",2011,DARJEELING,57
JHARKHAND,2012,SAHEBGANJ,57
MAHARASHTRA,2012,GADCHIROLI,57
MAHARASHTRA,2012,"NAVI MUMBAI",57
"UTTAR PRADESH",2012,PRATAPGARH,57
HARYANA,2001,ROHTAK,57
"MADHYA PRADESH",2001,SHAHDOL,57
MAHARASHTRA,2001,SATARA,57
"TAMIL NADU",2001,VIRUDHUNAGAR,57
ASSAM,2002,CACHAR,57
ASSAM,2002,GOLAGHAT,57
HARYANA,2002,FARIDABAD,57
KARNATAKA,2002,DAVANAGERE,57
"WEST BENGAL",2002,BIRBHUM,57
GUJARAT,2003,BHAVNAGAR,57
HARYANA,2003,FARIDABAD,57
JHARKHAND,2003,DUMKA,57
KARNATAKA,2003,MANDYA,57
"MADHYA PRADESH",2003,DEWAS,57
"MADHYA PRADESH",2003,MORENA,57
"MADHYA PRADESH",2003,REWA,57
ASSAM,2004,"KARBI ANGLONG",57
"MADHYA PRADESH",2004,BHIND,57
MAHARASHTRA,2004,BEED,57
"TAMIL NADU",2004,"MADURAI RURAL",57
BIHAR,2005,LAKHISARAI,57
"MADHYA PRADESH",2005,DEWAS,57
"UTTAR PRADESH",2005,SULTANPUR,57
"DELHI UT",2005,WEST,57
"ANDHRA PRADESH",2006,"RANGA REDDY",57
ASSAM,2006,BARPETA,57
BIHAR,2006,PURNEA,57
"TAMIL NADU",2006,THOOTHUGUDI,57
"UTTAR PRADESH",2006,RAMPUR,57
CHHATTISGARH,2007,JASHPUR,57
GUJARAT,2007,"SURAT RURAL",57
MAHARASHTRA,2007,"AURANGABAD RURAL",57
"TAMIL NADU",2007,KANCHIPURAM,57
"UTTAR PRADESH",2007,RAIBAREILLY,57
"UTTAR PRADESH",2007,RAMPUR,57
"DELHI UT",2007,NORTH-WEST,57
BIHAR,2001,BUXAR,56
BIHAR,2001,MADHEPURA,56
GUJARAT,2001,JUNAGADH,56
GUJARAT,2001,PANCHMAHAL,56
KARNATAKA,2001,SHIMOGA,56
"MADHYA PRADESH",2001,BALAGHAT,56
"MADHYA PRADESH",2001,BETUL,56
MAHARASHTRA,2001,YAVATMAL,56
PUNJAB,2001,PATIALA,56
RAJASTHAN,2001,HANUMANGARH,56
"UTTAR PRADESH",2001,JAUNPUR,56
"UTTAR PRADESH",2001,MAHOBA,56
"DELHI UT",2001,EAST,56
BIHAR,2002,JAMUI,56
CHHATTISGARH,2002,BILASPUR,56
CHHATTISGARH,2002,RAIGARH,56
GUJARAT,2002,"KHEDA NORTH",56
GUJARAT,2002,"VADODARA COMMR.",56
"JAMMU & KASHMIR",2002,KUPWARA,56
RAJASTHAN,2002,KOTA,56
"TAMIL NADU",2002,THANJAVUR,56
"UTTAR PRADESH",2002,AURAIYA,56
"UTTAR PRADESH",2002,"KANPUR DEHAT",56
BIHAR,2003,LAKHISARAI,56
"JAMMU & KASHMIR",2003,SRINAGAR,56
MAHARASHTRA,2003,LATUR,56
"UTTAR PRADESH",2003,KAUSHAMBI,56
"MADHYA PRADESH",2004,CHHATARPUR,56
ODISHA,2004,KORAPUT,56
UTTARAKHAND,2004,HARIDWAR,56
CHHATTISGARH,2005,SURAJPUR,56
ODISHA,2005,GANJAM,56
CHHATTISGARH,2006,SARGUJA,56
JHARKHAND,2006,GIRIDIH,56
KARNATAKA,2006,BELLARY,56
ODISHA,2006,KHURDA,56
RAJASTHAN,2006,NAGAUR,56
"UTTAR PRADESH",2006,AURAIYA,56
"UTTAR PRADESH",2006,BAHRAICH,56
BIHAR,2007,BANKA,56
CHHATTISGARH,2007,JANJGIR,56
HARYANA,2007,ROHTAK,56
"MADHYA PRADESH",2007,TIKAMGARH,56
MAHARASHTRA,2007,BULDHANA,56
ODISHA,2007,KHURDA,56
"UTTAR PRADESH",2007,HATHRAS,56
ASSAM,2008,CACHAR,56
ASSAM,2008,UDALGURI,56
BIHAR,2008,JAMUI,56
HARYANA,2008,BHIWANI,56
"MADHYA PRADESH",2008,BALAGHAT,56
MAHARASHTRA,2008,"AURANGABAD RURAL",56
MAHARASHTRA,2008,GADCHIROLI,56
PUNJAB,2008,FEROZPUR,56
"TAMIL NADU",2008,DINDIGUL,56
"UTTAR PRADESH",2008,KAUSHAMBI,56
"UTTAR PRADESH",2008,RAMPUR,56
"UTTAR PRADESH",2008,SAHARANPUR,56
ASSAM,2009,CACHAR,56
BIHAR,2009,BHABHUA,56
HARYANA,2009,HISSAR,56
"MADHYA PRADESH",2009,BALAGHAT,56
"DELHI UT",2009,EAST,56
"DELHI UT",2009,NORTH-WEST,56
"MADHYA PRADESH",2010,SHIVPURI,56
MAHARASHTRA,2010,CHANDRAPUR,56
ASSAM,2011,GOLAGHAT,56
KARNATAKA,2011,HASSAN,56
"MADHYA PRADESH",2011,MORENA,56
RAJASTHAN,2011,DHOLPUR,56
RAJASTHAN,2011,GANGANAGAR,56
UTTARAKHAND,2011,HARIDWAR,56
"ANDHRA PRADESH",2012,"GUNTUR URBAN",56
BIHAR,2012,BUXAR,56
BIHAR,2012,MADHEPURA,56
CHHATTISGARH,2012,RAIPUR,56
CHHATTISGARH,2012,SARGUJA,56
RAJASTHAN,2012,PALI,56
"TAMIL NADU",2012,NAGAPATTINAM,56
"UTTAR PRADESH",2012,"PANCHSHIL NAGAR",56
RAJASTHAN,2008,HANUMANGARH,55
"TAMIL NADU",2008,"MADURAI RURAL",55
"TAMIL NADU",2008,"TRICHY RURAL",55
ASSAM,2009,GOLAGHAT,55
CHHATTISGARH,2009,RAJNANDGAON,55
"MADHYA PRADESH",2009,RAISEN,55
MAHARASHTRA,2009,JALNA,55
RAJASTHAN,2009,SIKAR,55
"TAMIL NADU",2009,NAGAPATTINAM,55
"UTTAR PRADESH",2009,UNNAO,55
UTTARAKHAND,2010,"UDHAMSINGH NAGAR",55
BIHAR,2011,KHAGARIA,55
GUJARAT,2011,BHAVNAGAR,55
"MADHYA PRADESH",2011,SHIVPURI,55
MAHARASHTRA,2011,SATARA,55
"TAMIL NADU",2011,DHARMAPURI,55
"UTTAR PRADESH",2011,AZAMGARH,55
ASSAM,2012,GOALPARA,55
GUJARAT,2012,"SURAT RURAL",55
"MADHYA PRADESH",2012,UJJAIN,55
MAHARASHTRA,2012,"NAGPUR RURAL",55
ODISHA,2012,KORAPUT,55
"UTTAR PRADESH",2012,"PRABUDDH NAGAR",55
GUJARAT,2001,HIMATNAGAR,55
"UTTAR PRADESH",2001,BALLIA,55
"WEST BENGAL",2001,MALDA,55
GUJARAT,2002,JUNAGADH,55
"JAMMU & KASHMIR",2002,PULWAMA,55
MAHARASHTRA,2002,PARBHANI,55
"UTTAR PRADESH",2002,"AMBEDKAR NAGAR",55
"UTTAR PRADESH",2002,GHAZIPUR,55
"UTTAR PRADESH",2002,"KUSHI NAGAR",55
ASSAM,2003,GOLAGHAT,55
ASSAM,2003,SIBSAGAR,55
JHARKHAND,2003,DEOGHAR,55
KARNATAKA,2003,BIJAPUR,55
"MADHYA PRADESH",2003,BALAGHAT,55
"MADHYA PRADESH",2003,CHHATARPUR,55
"MADHYA PRADESH",2003,DATIYA,55
PUNJAB,2003,JALANDHAR,55
"UTTAR PRADESH",2003,BARABANKI,55
ASSAM,2004,SIBSAGAR,55
BIHAR,2004,DARBHANGA,55
CHHATTISGARH,2004,DURG,55
CHHATTISGARH,2004,JANJGIR,55
CHHATTISGARH,2004,RAIGARH,55
MAHARASHTRA,2004,AKOLA,55
"TAMIL NADU",2004,CUDDALORE,55
"ANDHRA PRADESH",2005,"VISAKHA RURAL",55
"MADHYA PRADESH",2005,UJJAIN,55
"TAMIL NADU",2005,ERODE,55
"UTTAR PRADESH",2005,AURAIYA,55
"UTTAR PRADESH",2005,FAIZABAD,55
RAJASTHAN,2006,UDAIPUR,55
"UTTAR PRADESH",2006,GONDA,55
"WEST BENGAL",2006,BANKURA,55
BIHAR,2007,SITAMARHI,55
GUJARAT,2007,PANCHMAHAL,55
HARYANA,2007,HISSAR,55
HARYANA,2007,JHAJJAR,55
JHARKHAND,2007,GODDA,55
"TAMIL NADU",2007,"MADURAI RURAL",55
UTTARAKHAND,2007,HARIDWAR,55
ASSAM,2008,"KARBI ANGLONG",55
BIHAR,2008,KHAGARIA,55
JHARKHAND,2001,LATEHAR,54
"MADHYA PRADESH",2001,CHHATARPUR,54
MAHARASHTRA,2001,KOLHAPUR,54
UTTARAKHAND,2001,"UDHAMSINGH NAGAR",54
"ANDHRA PRADESH",2002,"VISAKHA RURAL",54
BIHAR,2002,SITAMARHI,54
CHHATTISGARH,2002,JASHPUR,54
"MADHYA PRADESH",2002,DATIYA,54
"MADHYA PRADESH",2002,UJJAIN,54
UTTARAKHAND,2002,"UDHAMSINGH NAGAR",54
"MADHYA PRADESH",2003,BHOPAL,54
ODISHA,2003,GANJAM,54
"TAMIL NADU",2003,"THIRUNELVELI RURAL",54
"UTTAR PRADESH",2003,JHANSI,54
"WEST BENGAL",2003,DARJEELING,54
"DELHI UT",2003,"NORTH EAST",54
"JAMMU & KASHMIR",2004,PULWAMA,54
"JAMMU & KASHMIR",2004,RAJOURI,54
MAHARASHTRA,2004,KOLHAPUR,54
RAJASTHAN,2004,NAGAUR,54
"DELHI UT",2004,"NORTH EAST",54
ODISHA,2005,PURI,54
CHHATTISGARH,2006,RAIGARH,54
GUJARAT,2006,JUNAGADH,54
MAHARASHTRA,2006,LATUR,54
MAHARASHTRA,2006,RAIGAD,54
PUNJAB,2006,BHATINDA,54
UTTARAKHAND,2006,HARIDWAR,54
CHHATTISGARH,2007,SARGUJA,54
JHARKHAND,2007,SAHEBGANJ,54
KARNATAKA,2007,HASSAN,54
ODISHA,2007,ANGUL,54
"TAMIL NADU",2007,ERODE,54
"UTTAR PRADESH",2007,AZAMGARH,54
"UTTAR PRADESH",2007,KANNAUJ,54
UTTARAKHAND,2007,"UDHAMSINGH NAGAR",54
ASSAM,2008,BARPETA,54
CHHATTISGARH,2008,KANKER,54
KARNATAKA,2008,"MYSORE RURAL",54
"MADHYA PRADESH",2008,BHIND,54
MAHARASHTRA,2008,AKOLA,54
MAHARASHTRA,2008,BULDHANA,54
MAHARASHTRA,2008,DHULE,54
ODISHA,2008,ROURKELA,54
"TAMIL NADU",2008,KRISHNAGIRI,54
"UTTAR PRADESH",2008,BARABANKI,54
"UTTAR PRADESH",2008,SULTANPUR,54
"WEST BENGAL",2008,BANKURA,54
"DELHI UT",2008,NORTH-WEST,54
KARNATAKA,2009,"MYSORE RURAL",54
PUNJAB,2009,AMRITSAR,54
ASSAM,2010,CACHAR,54
BIHAR,2010,MADHEPURA,54
"MADHYA PRADESH",2010,ALIRAJPUR,54
"MADHYA PRADESH",2010,RAISEN,54
"MADHYA PRADESH",2010,VIDISHA,54
ODISHA,2010,SUNDARGARH,54
RAJASTHAN,2010,NAGAUR,54
CHHATTISGARH,2011,DANTEWARA,54
CHHATTISGARH,2011,SARGUJA,54
KARNATAKA,2011,SHIMOGA,54
"MADHYA PRADESH",2011,BETUL,54
"UTTAR PRADESH",2011,ETAH,54
"WEST BENGAL",2011,KOLKATA,54
"DELHI UT",2011,EAST,54
CHHATTISGARH,2012,JASHPUR,54
GUJARAT,2012,PANCHMAHAL,54
KARNATAKA,2012,BELLARY,54
"MADHYA PRADESH",2012,RAISEN,54
"MADHYA PRADESH",2012,REWA,54
MAHARASHTRA,2012,OSMANABAD,54
ODISHA,2012,SAMBALPUR,54
"TAMIL NADU",2012,RAMNATHAPURAM,54
"MADHYA PRADESH",2008,GUNA,53
MAHARASHTRA,2008,OSMANABAD,53
ODISHA,2008,ANGUL,53
ODISHA,2008,KENDRAPARA,53
ASSAM,2009,DHUBRI,53
BIHAR,2009,BUXAR,53
CHHATTISGARH,2009,JASHPUR,53
KARNATAKA,2009,SHIMOGA,53
MAHARASHTRA,2009,BULDHANA,53
"TAMIL NADU",2009,VIRUDHUNAGAR,53
"UTTAR PRADESH",2009,HATHRAS,53
BIHAR,2010,ARARIA,53
HARYANA,2010,JIND,53
"MADHYA PRADESH",2010,RATLAM,53
ODISHA,2010,BALASORE,53
PUNJAB,2010,"CP AMRITSAR",53
RAJASTHAN,2010,HANUMANGARH,53
KARNATAKA,2011,RAICHUR,53
"MADHYA PRADESH",2011,DATIYA,53
MAHARASHTRA,2011,SANGLI,53
RAJASTHAN,2011,HANUMANGARH,53
"UTTAR PRADESH",2011,BAHRAICH,53
"WEST BENGAL",2011,COOCHBEHAR,53
BIHAR,2012,SAHARSA,53
JHARKHAND,2012,CHATRA,53
"MADHYA PRADESH",2012,MORENA,53
PUNJAB,2012,BHATINDA,53
PUNJAB,2012,PATIALA,53
"TAMIL NADU",2012,KANYAKUMARI,53
"UTTAR PRADESH",2012,HATHRAS,53
"WEST BENGAL",2012,"DAKSHIN DINAJPUR",53
"ANDHRA PRADESH",2001,VIJAYAWADA,53
ASSAM,2001,GOLAGHAT,53
BIHAR,2001,DARBHANGA,53
KARNATAKA,2001,"MYSORE RURAL",53
KERALA,2001,TRIVANDRUM,53
"MADHYA PRADESH",2001,DATIYA,53
"MADHYA PRADESH",2001,HOSHANGABAD,53
"MADHYA PRADESH",2001,REWA,53
"MADHYA PRADESH",2001,TIKAMGARH,53
MAHARASHTRA,2001,RAIGAD,53
"UTTAR PRADESH",2001,AURAIYA,53
KARNATAKA,2002,SHIMOGA,53
"MADHYA PRADESH",2002,DEWAS,53
